Id,Label,Type
12695,Azul Mariscos + Muelle,Restaurant
12696,The Gundis,Restaurant
12697,Prime & Provisions,Restaurant
12698,avec,Restaurant
12699,North Pond,Restaurant
12700,Hugo’s Frog Bar & Fish House,Restaurant
12701,Valhalla,Restaurant
12702,Tied House,Restaurant
12703,Beity,Restaurant
12704,Demera,Restaurant
12705,Somewhere,Restaurant
12706,Il Baretto,Restaurant
12707,Robata,Restaurant
12708,Fish Market,Restaurant
12709,Maritime,Restaurant
12710,Meez,Restaurant
12711,MLLe,Restaurant
12712,Villa Mamas,Restaurant
12713,Benoit,Restaurant
12714,Thara,Restaurant
12715,Rasoi By Vineet,Restaurant
12716,Takya,Restaurant
12717,Yawmiyat By Dalal,Restaurant
12718,Lusin,Restaurant
12719,Kuuru,Restaurant
12720,Long Chim,Restaurant
12721,L'Atelier de Joël Robuchon,Restaurant
12722,Uncle Quek,Restaurant
12723,Siaw,Restaurant
12724,La Volta,Restaurant
12725,Dragons' Den,Restaurant
12726,Roucou,Restaurant
12727,Shuko Osaka Manpukudou,Restaurant
12728,Chukashunsai Morimoto,Restaurant
12729,måne,Restaurant
12730,Rakuhoku Nakayama,Restaurant
12731,MATO,Restaurant
12732,wavie,Restaurant
12733,ima,Restaurant
12734,Sakaimachi Kamokura,Restaurant
12735,Nishideria,Restaurant
12736,DIVA,Restaurant
12737,Konno,Restaurant
12738,Óptimo,Restaurant
12739,Shu,Restaurant
12740,Frangipaani,Restaurant
12741,Jwala,Restaurant
12742,Bite N Eat Dindigul Biriyani,Restaurant
12743,Kayra,Restaurant
12744,Kebaya Dining Room,Restaurant
12745,Blanc,Restaurant
12746,Du-An (Lebuh Pantai),Restaurant
12747,Bidou,Restaurant
12748,Seed,Restaurant
12749,Lucky Hole,Restaurant
12750,Bar Kar,Restaurant
12751,La Vie,Restaurant
12752,Air Itam Sister Curry Mee,Restaurant
12753,Goh Thew Chik Hainan Chicken Rice,Restaurant
12754,Nyonya Willow,Restaurant
12755,Firewood,Restaurant
12756,Fook Cheow Cafe,Restaurant
12757,Ceki,Restaurant
12758,The Pinn,Restaurant
12759,Tenmasa,Restaurant
12760,Skillet,Restaurant
12761,The Brasserie,Restaurant
12762,Ali Nasi Lemak Daun Pisang,Restaurant
12763,Sushi Taka,Restaurant
12764,Passage Thru India,Restaurant
12765,Yun House,Restaurant
12766,Mémoire,Restaurant
12767,Air Itam Duck Rice,Restaurant
12768,Jit Seng Hong Kong Roasted Duck Rice,Restaurant
12769,Sambal,Restaurant
12770,Wagyu Kappo Yoshida,Restaurant
12771,Bali Hai Seafood Market,Restaurant
12772,Cilantro,Restaurant
12773,Fatty Loh Chicken Rice,Restaurant
12774,Tok Tok Mee Bamboo Noodle,Restaurant
12775,Kuki,Restaurant
12776,K,Restaurant
12777,Entier,Restaurant
12778,888 Hokkien Mee,Restaurant
12779,Penang Famous Samosa,Restaurant
12780,WhatSaeb Boat Noodles,Restaurant
12781,Il Bacaro,Restaurant
12782,Bao Teck Tea House,Restaurant
12783,Elegant Inn,Restaurant
12784,Dominic,Restaurant
12785,Jawi House,Restaurant
12786,Kota Dine & Coffee (Fort Cornwallis),Restaurant
12787,Blacklinen,Restaurant
12788,Peninsula House,Restaurant
12789,Atelier Binchotan,Restaurant
12790,Teochew Lao Er,Restaurant
12791,Café Café,Restaurant
12792,Dancing Fish,Restaurant
12793,Limapulo,Restaurant
12794,Ling Long,Restaurant
12795,Kazu,Restaurant
12796,Jaloux,Restaurant
12797,Richard Rivalee,Restaurant
12798,La Suisse,Restaurant
12799,Malai,Restaurant
12800,Feringgi Grill,Restaurant
12801,Bee See Heong,Restaurant
12802,Vantador,Restaurant
12803,Li Yen,Restaurant
12804,Sushi Ori,Restaurant
12805,Gai by Darren Chin (Taman Tun Dr Ismail),Restaurant
12806,Jie,Restaurant
12807,Sood by Chef Ton,Restaurant
12808,Christoph's,Restaurant
12809,Shanghai Restaurant,Restaurant
12810,Bōl,Restaurant
12811,Marini's on 57,Restaurant
12812,Tanglin (Bukit Damansara),Restaurant
12813,Sushi Masa,Restaurant
12814,Hide,Restaurant
12815,Ushi,Restaurant
12816,Curios-City,Restaurant
12817,Nadodi,Restaurant
12818,Gēn,Restaurant
12819,Potager,Restaurant
12820,Pitt Street Koay Teow Soup,Restaurant
12821,Marble 8,Restaurant
12822,EGERN 51,Restaurant
12823,Ambiente Italiano,Restaurant
12824,HENSSLER,Restaurant
12825,Chez Mimi,Restaurant
12826,Zostera,Restaurant
12827,La Côte des Monts Damnés,Restaurant
12828,Bomfim 1896,Restaurant
12829,Sorn,Restaurant
12830,Sühring,Restaurant
12831,Cenador de Amós,Restaurant
12832,Martín Berasategui,Restaurant
12833,DiverXO,Restaurant
12834,Aponiente,Restaurant
12835,Azurmendi,Restaurant
12836,Casa Marcial,Restaurant
12837,Quique Dacosta,Restaurant
12838,Atrio,Restaurant
12839,Cocina Hermanos Torres,Restaurant
12840,ABaC,Restaurant
12841,Noor,Restaurant
12842,Akelaŕe,Restaurant
12843,Arzak,Restaurant
12844,Disfrutar,Restaurant
12845,Lasarte,Restaurant
12846,El Celler de Can Roca,Restaurant
12847,Casa Perbellini 12 Apostoli,Restaurant
12848,Uliassi,Restaurant
12849,La Rei Natura by Michelangelo Mammoliti,Restaurant
12850,Enrico Bartolini al Mudec,Restaurant
12851,Osteria Francescana,Restaurant
12852,Le Calandre,Restaurant
12853,Quattro Passi,Restaurant
12854,Villa Crespi,Restaurant
12855,La Pergola,Restaurant
12856,Dal Pescatore,Restaurant
12857,Da Vittorio,Restaurant
12858,Enoteca Pinchiorri,Restaurant
12859,Reale,Restaurant
12860,Piazza Duomo,Restaurant
12861,Atelier Moessmer Norbert Niederkofler,Restaurant
12862,Sushi Sho,Restaurant
12863,Le Bernardin,Restaurant
12864,Jungsik New York,Restaurant
12865,Per Se,Restaurant
12866,Eleven Madison Park,Restaurant
12867,Smyth,Restaurant
12868,Chef's Table,Restaurant
12869,Gaa,Restaurant
12870,Baan Tepa,Restaurant
12871,Anne-Sophie Pic at Le Normandie,Restaurant
12872,Côte by Mauro Colagreco,Restaurant
12873,R-Haan,Restaurant
12874,Mezzaluna,Restaurant
12875,INDDEE,Restaurant
12876,Ramón Freixa Atelier,Restaurant
12877,Iván Cerdeño,Restaurant
12878,Cabaña Buenavista,Restaurant
12879,Les Cols,Restaurant
12880,Culler de Pau,Restaurant
12881,Miramar,Restaurant
12882,BonAmb,Restaurant
12883,Ricard Camarena,Restaurant
12884,Retiro da Costiña,Restaurant
12885,Skina,Restaurant
12886,Coque,Restaurant
12887,DSTAgE,Restaurant
12888,Amelia by Paulo Airaudo,Restaurant
12889,Voro,Restaurant
12890,El Rincón de Juan Carlos,Restaurant
12891,Bardal,Restaurant
12892,Molino de Urdániz,Restaurant
12893,Pepe Vieira,Restaurant
12894,Paco Roncero,Restaurant
12895,LÚ Cocina y Alma,Restaurant
12896,Mugaritz,Restaurant
12897,Cinc Sentits,Restaurant
12898,Enigma,Restaurant
12899,Smoked Room,Restaurant
12900,L'Escaleta,Restaurant
12901,Venta Moncalvillo,Restaurant
12902,Alevante,Restaurant
12903,Bo.TiC,Restaurant
12904,La Boscana,Restaurant
12905,Deessa,Restaurant
12906,Aleia,Restaurant
12907,Mont Bar,Restaurant
12908,Maralba,Restaurant
12909,El Portal de Echaurren,Restaurant
12910,Enoteca Paco Pérez,Restaurant
12911,M.B,Restaurant
12912,Glam Enrico Bartolini,Restaurant
12913,Acquolina,Restaurant
12914,Seta by Antonio Guida,Restaurant
12915,La Peca,Restaurant
12916,La Madia,Restaurant
12917,Il Piccolo Principe,Restaurant
12918,Torre del Saracino,Restaurant
12919,Agli Amici,Restaurant
12920,Harry's Piccolo,Restaurant
12921,St. George by Heinz Beck,Restaurant
12922,Il Pagliaccio,Restaurant
12923,Locanda Sant'Uffizio Enrico Bartolini,Restaurant
12924,Castel fine dining,Restaurant
12925,Enoteca La Torre,Restaurant
12926,Duomo,Restaurant
12927,Caino,Restaurant
12928,Krèsios,Restaurant
12929,Madonnina del Pescatore,Restaurant
12930,Terra The Magic Place,Restaurant
12931,Campo del Drago,Restaurant
12932,San Domenico,Restaurant
12933,Arnolfo,Restaurant
12934,D'O,Restaurant
12935,L'Olivo,Restaurant
12936,Andrea Aprea,Restaurant
12937,Villa Feltrinelli,Restaurant
12938,Santa Elisabetta,Restaurant
12939,Antica Corona Reale,Restaurant
12940,Antica Osteria Cera,Restaurant
12941,Verso Capitaneo,Restaurant
12942,daní maison,Restaurant
12943,Piazzetta Milù,Restaurant
12944,Taverna Estia,Restaurant
12945,Villa Elena,Restaurant
12946,Magnolia,Restaurant
12947,I Tenerumi,Restaurant
12948,Famiglia Rana,Restaurant
12949,George Restaurant,Restaurant
12950,Jônt,Restaurant
12951,minibar by José Andrés,Restaurant
12952,The Inn at Little Washington,Restaurant
12953,Blue Hill at Stone Barns,Restaurant
12954,Aska,Restaurant
12955,Aquavit,Restaurant
12956,Jean-Georges,Restaurant
12957,Atera,Restaurant
12958,Gabriel Kreuther,Restaurant
12959,Saga,Restaurant
12960,Masa,Restaurant
12961,Joo Ok,Restaurant
12962,César,Restaurant
12963,odo,Restaurant
12964,Sushi Noz,Restaurant
12965,Chef's Table at Brooklyn Fare,Restaurant
12966,The Modern,Restaurant
12967,Atomix,Restaurant
12968,Oriole,Restaurant
12969,Alinea,Restaurant
12970,Ever,Restaurant
12971,Kasama,Restaurant
12972,Dewakan,Restaurant
12973,Le Suquet - Sébastien Bras,Restaurant
12974,L'Abysse Paris,Restaurant
12975,AVANT,Restaurant
12976,IGNIV,Restaurant
12977,Nusara,Restaurant
12978,PRU,Restaurant
12979,Cannubi by Umberto Bombana,Restaurant
12980,GOAT,Restaurant
12981,AKKEE,Restaurant
12982,Signature,Restaurant
12983,Gaggan,Restaurant
12984,Suan Thip,Restaurant
12985,Mia,Restaurant
12986,Sushi Saito,Restaurant
12987,Maison Dunand,Restaurant
12988,Resonance,Restaurant
12989,Aulis,Restaurant
12990,Potong,Restaurant
12991,Wana Yook,Restaurant
12992,Haoma,Restaurant
12993,Blue by Alain Ducasse,Restaurant
12994,Saneh Jaan,Restaurant
12995,Jay Fai,Restaurant
12996,Le Du,Restaurant
12997,"Elements, Inspired by Ciel Bleu",Restaurant
12998,80/20,Restaurant
12999,Chim by Siam Wisdom,Restaurant
13000,Juksunchae,Restaurant
13001,etcha,Restaurant
13002,Bo.lan,Restaurant
13003,Aksorn,Restaurant
13004,Nahm,Restaurant
13005,NAWA,Restaurant
13006,Coda,Restaurant
13007,Samrub Samrub Thai,Restaurant
13008,EMi,Restaurant
13009,La Revelía,Restaurant
13010,Sen Omakase,Restaurant
13011,Nublo,Restaurant
13012,Garena,Restaurant
13013,ReComiendo,Restaurant
13014,Ancestral,Restaurant
13015,iBAi by Paulo Airaudo,Restaurant
13016,Kamezí,Restaurant
13017,Èter,Restaurant
13018,Haydée by Víctor Suárez,Restaurant
13019,Itzuli,Restaurant
13020,Faralá,Restaurant
13021,Montia,Restaurant
13022,Nub,Restaurant
13023,Taste 1973,Restaurant
13024,SCAPAR,Restaurant
13025,Esperit Roca,Restaurant
13026,Kaido Sushi Bar,Restaurant
13027,Código de Barra,Restaurant
13028,Donaire,Restaurant
13029,Alquimia - Laboratorio,Restaurant
13030,Maruja Limón,Restaurant
13031,Nintai,Restaurant
13032,Fraula,Restaurant
13033,Alejandro Serrano,Restaurant
13034,Ayalga,Restaurant
13035,Ajonegro,Restaurant
13036,La Prensa,Restaurant
13037,Versátil,Restaurant
13038,Les Moles,Restaurant
13039,Fogony,Restaurant
13040,Refectorio,Restaurant
13041,L'Ó,Restaurant
13042,Casona del Judío,Restaurant
13043,Deliranto,Restaurant
13044,Epílogo,Restaurant
13045,Almo de Juan Guillamón,Restaurant
13046,Coto de Quevedo Evolución,Restaurant
13047,Ola Martín Berasategui,Restaurant
13048,Trigo,Restaurant
13049,Cañabota,Restaurant
13050,A Tafona,Restaurant
13051,Riff,Restaurant
13052,Els Casals,Restaurant
13053,El Xato,Restaurant
13054,Nova,Restaurant
13055,El Bohío,Restaurant
13056,La Bicicleta,Restaurant
13057,Cocinandos,Restaurant
13058,La Tasquería,Restaurant
13059,BACK,Restaurant
13060,Solla,Restaurant
13061,Taller Arzuaga,Restaurant
13062,Zaranda,Restaurant
13063,Llavor,Restaurant
13064,Mare,Restaurant
13065,Casa Arcas,Restaurant
13066,Saddle,Restaurant
13067,Arrels,Restaurant
13068,Quatre Molins,Restaurant
13069,Gente Rara,Restaurant
13070,Ceibe,Restaurant
13071,La Salita,Restaurant
13072,Poemas by Hermanos Padrón,Restaurant
13073,Slow & Low,Restaurant
13074,Silabario,Restaurant
13075,Palodú,Restaurant
13076,La Casa de Manolo Franco,Restaurant
13077,Ca l'Enric,Restaurant
13078,Cal Paradís,Restaurant
13079,Villa Retiro,Restaurant
13080,L'Antic Molí,Restaurant
13081,Hospedería El Batán,Restaurant
13082,Casa Marcelo,Restaurant
13083,Real Balneario,Restaurant
13084,Abantal,Restaurant
13085,Chirón,Restaurant
13086,El Doncel,Restaurant
13087,Eirado,Restaurant
13088,Alameda,Restaurant
13089,Casa Gerardo,Restaurant
13090,Rodero,Restaurant
13091,Kiro Sushi,Restaurant
13092,Gofio,Restaurant
13093,As Garzas,Restaurant
13094,Els Tinars,Restaurant
13095,Yugo The Bunker,Restaurant
13096,Magoga,Restaurant
13097,José Carlos García,Restaurant
13098,A'Barra,Restaurant
13099,Ferpel Gastronómico,Restaurant
13100,Eneko,Restaurant
13101,Europa,Restaurant
13102,Origen,Restaurant
13103,Ansils,Restaurant
13104,Tabaiba,Restaurant
13105,Atempo,Restaurant
13106,Quimbaya,Restaurant
13107,Kaleja,Restaurant
13108,Voramar,Restaurant
13109,O'Pazo,Restaurant
13110,Tula,Restaurant
13111,Retama,Restaurant
13112,Monte,Restaurant
13113,DINS Santi Taura,Restaurant
13114,Miguel González,Restaurant
13115,Tayta by Víctor Gutiérrez,Restaurant
13116,Ibaya,Restaurant
13117,Dama Juana,Restaurant
13118,ARREA!,Restaurant
13119,Lienzo,Restaurant
13120,El Molino de Alcuneza,Restaurant
13121,Regueiro,Restaurant
13122,En la Parra,Restaurant
13123,El Retiro,Restaurant
13124,Castell Perelada,Restaurant
13125,Bagá,Restaurant
13126,Ikaro,Restaurant
13127,Ricardo Sanz Wellington,Restaurant
13128,Árbore da Veira,Restaurant
13129,Emporium,Restaurant
13130,Pablo,Restaurant
13131,Clos Madrid,Restaurant
13132,Massana,Restaurant
13133,Tresmacarrons,Restaurant
13134,Messina,Restaurant
13135,La Lobita,Restaurant
13136,Sala,Restaurant
13137,Casa Pepa,Restaurant
13138,Santerra,Restaurant
13139,Divinum,Restaurant
13140,Peix & Brases,Restaurant
13141,Auga,Restaurant
13142,Gaytán,Restaurant
13143,La Botica de Matapozuelos,Restaurant
13144,Lillas Pastia,Restaurant
13145,Tatau,Restaurant
13146,Corral de la Morería Gastronómico,Restaurant
13147,Choco,Restaurant
13148,Lera,Restaurant
13149,Nerua Guggenheim Bilbao,Restaurant
13150,Les Magnòlies,Restaurant
13151,La Finca,Restaurant
13152,Caelis,Restaurant
13153,Rincón de Diego,Restaurant
13154,Can Jubany,Restaurant
13155,Koy Shunka,Restaurant
13156,Atalaya,Restaurant
13157,Mesón Sabor Andaluz,Restaurant
13158,El Taller Seve Díaz,Restaurant
13159,Simpar,Restaurant
13160,OSA,Restaurant
13161,Hofmann,Restaurant
13162,El Ermitaño,Restaurant
13163,Los Guayres,Restaurant
13164,Zarate,Restaurant
13165,Barahonda,Restaurant
13166,Boroa,Restaurant
13167,Unic,Restaurant
13168,Ambivium,Restaurant
13169,Pico Velasco,Restaurant
13170,MAE Barcelona,Restaurant
13171,Canfranc Express,Restaurant
13172,Omakase by Walt,Restaurant
13173,Muxgo,Restaurant
13174,Toki,Restaurant
13175,Chispa Bistró,Restaurant
13176,Vandelvira,Restaurant
13177,Prodigi,Restaurant
13178,Radis,Restaurant
13179,COME by Paco Méndez,Restaurant
13180,San-Hô,Restaurant
13181,Rubén Miralles,Restaurant
13182,El Invernadero,Restaurant
13183,Andra Mari,Restaurant
13184,Sollo,Restaurant
13185,Alkimia,Restaurant
13186,Yayo Daporta,Restaurant
13187,Etxebarri,Restaurant
13188,Malena,Restaurant
13189,Kokotxa,Restaurant
13190,Angle,Restaurant
13191,Fierro,Restaurant
13192,Mina,Restaurant
13193,La Gaia,Restaurant
13194,Andreu Genestra,Restaurant
13195,VelascoAbellà,Restaurant
13196,Moments,Restaurant
13197,Raúl Resino,Restaurant
13198,Dos Palillos,Restaurant
13199,La Aquarela,Restaurant
13200,Béns d'Avall,Restaurant
13201,Marc Fosh,Restaurant
13202,Mu•na,Restaurant
13203,Ricardo Temiño,Restaurant
13204,Citrus del Tancat,Restaurant
13205,Marcos,Restaurant
13206,Terra,Restaurant
13207,Erre de Roca,Restaurant
13208,Casas Colgadas Restaurante,Restaurant
13209,Quirat,Restaurant
13210,Simposio,Restaurant
13211,Vértigo,Restaurant
13212,Oba-,Restaurant
13213,Ama,Restaurant
13214,Casa Bernardi,Restaurant
13215,La Era de los Nogales,Restaurant
13216,Frases,Restaurant
13217,Ugo Chan,Restaurant
13218,El Serbal,Restaurant
13219,La Fonda Xesc,Restaurant
13220,Orobianco,Restaurant
13221,Can Bosch,Restaurant
13222,Lluerna,Restaurant
13223,El Corral del Indianu,Restaurant
13224,Raíces-Carlos Maldonado,Restaurant
13225,La Costa,Restaurant
13226,Elkano,Restaurant
13227,Via Veneto,Restaurant
13228,Callizo,Restaurant
13229,L'Aliança d'Anglès,Restaurant
13230,Fusion19,Restaurant
13231,Maca de Castro,Restaurant
13232,Barro,Restaurant
13233,Hisop,Restaurant
13234,Audrey's,Restaurant
13235,Beat,Restaurant
13236,Baeza & Rufete,Restaurant
13237,Es Fum,Restaurant
13238,Solana,Restaurant
13239,Bakea,Restaurant
13240,Mantúa,Restaurant
13241,Txispa,Restaurant
13242,Pabú,Restaurant
13243,Ochando,Restaurant
13244,Kamikaze,Restaurant
13245,CEBO,Restaurant
13246,Malak,Restaurant
13247,Blossom,Restaurant
13248,Suto,Restaurant
13249,Casa Nova,Restaurant
13250,Casa Rubén,Restaurant
13251,Il Bocconcino by Royal Hideaway,Restaurant
13252,Islares,Restaurant
13253,RavioXO,Restaurant
13254,Fishølogy,Restaurant
13255,Desde 1911,Restaurant
13256,Kabo,Restaurant
13257,Cobo Evolución,Restaurant
13258,Ababol,Restaurant
13259,Sa Clastra,Restaurant
13260,Hatter,Restaurant
13261,Qing You Yu,Restaurant
13262,Jiangnan Wok ‧ Rong,Restaurant
13263,Fleurs Et Festin,Restaurant
13264,Wenru No.9,Restaurant
13265,Hokklo,Restaurant
13266,Yanyu (Jiahe Road),Restaurant
13267,Fradis Minoris,Restaurant
13268,Romano,Restaurant
13269,Locanda Mammì,Restaurant
13270,Antica Osteria Nonna Rosa,Restaurant
13271,Al Madrigale | Nuova Cucina Rurale,Restaurant
13272,Votavota,Restaurant
13273,Osteria del Viandante,Restaurant
13274,I Castagni,Restaurant
13275,San Giorgio,Restaurant
13276,Luisl Stube,Restaurant
13277,Dalla Gioconda,Restaurant
13278,Kitchen,Restaurant
13279,Il Desco,Restaurant
13280,Oro Restaurant,Restaurant
13281,Maeba Restaurant,Restaurant
13282,San Martino,Restaurant
13283,Dolce Stil Novo alla Reggia,Restaurant
13284,Tancredi,Restaurant
13285,Casa Mazzucchelli,Restaurant
13286,Imàgo,Restaurant
13287,Ca' Matilde,Restaurant
13288,21.9,Restaurant
13289,Inkiostro,Restaurant
13290,Dattilo,Restaurant
13291,Osteria di Passignano,Restaurant
13292,Guidoristorante,Restaurant
13293,La Speranzina Restaurant & Relais,Restaurant
13294,Spinechile,Restaurant
13295,Paolo e Barbara,Restaurant
13296,Hyle,Restaurant
13297,Aroma,Restaurant
13298,La Trota,Restaurant
13299,Locanda Don Serafino,Restaurant
13300,Il Patio,Restaurant
13301,Trattoria Zappatori,Restaurant
13302,Vescovado,Restaurant
13303,Andrea Monesi - Locanda di Orta,Restaurant
13304,La Sala dei Grappoli,Restaurant
13305,Joia,Restaurant
13306,Prezioso,Restaurant
13307,Trattoria da Amerigo,Restaurant
13308,Due Camini,Restaurant
13309,Silene,Restaurant
13310,Osteria Altran,Restaurant
13311,Lazzaro 1915,Restaurant
13312,Crocifisso,Restaurant
13313,Veritas,Restaurant
13314,Contraste,Restaurant
13315,Vitantonio Lombardo,Restaurant
13316,Sissi,Restaurant
13317,Taverna del Capitano,Restaurant
13318,Capriccio,Restaurant
13319,Impronta d'Acqua,Restaurant
13320,Marco Bottega Ristorante,Restaurant
13321,Dolomieu,Restaurant
13322,Saporium Firenze,Restaurant
13323,Borgo San Jacopo,Restaurant
13324,Il Cantinone e Sport Hotel Alpina,Restaurant
13325,Osteria della Brughiera,Restaurant
13326,Oasis - Sapori Antichi,Restaurant
13327,Quadri,Restaurant
13328,Venissa,Restaurant
13329,Local,Restaurant
13330,La Locanda del Borgo,Restaurant
13331,La Ciau del Tornavento,Restaurant
13332,Il Buco,Restaurant
13333,Terrazza Bosquet,Restaurant
13334,San Martino,Restaurant
13335,Per Me Giulio Terrinoni,Restaurant
13336,Glass Hostaria,Restaurant
13337,Angelo Sabatelli,Restaurant
13338,Zass,Restaurant
13339,Tre Olivi,Restaurant
13340,Vespasia,Restaurant
13341,Johannesstube,Restaurant
13342,Malga Panna,Restaurant
13343,Del Cambio,Restaurant
13344,Al Sorriso,Restaurant
13345,Don Geppi,Restaurant
13346,Don Alfonso 1890,Restaurant
13347,La Credenza,Restaurant
13348,Zash,Restaurant
13349,Il Centro,Restaurant
13350,Locanda San Lorenzo,Restaurant
13351,Antica Corte Pallavicina,Restaurant
13352,Bracali,Restaurant
13353,Laite,Restaurant
13354,Suinsom,Restaurant
13355,Castello di Fighine,Restaurant
13356,Achilli al Parlamento,Restaurant
13357,Pipero Roma,Restaurant
13358,Marco Martini Restaurant,Restaurant
13359,Leon d'Oro,Restaurant
13360,Il Pellicano,Restaurant
13361,Dolada,Restaurant
13362,Agli Amici Dopolavoro,Restaurant
13363,Nazionale,Restaurant
13364,Lanterna Verde,Restaurant
13365,Il Luogo Aimo e Nadia,Restaurant
13366,Bistrot,Restaurant
13367,Il Palagio,Restaurant
13368,Il Pievano,Restaurant
13369,Locanda Margon,Restaurant
13370,Vintage 1997,Restaurant
13371,Alpenroyal Gourmet,Restaurant
13372,Qafiz,Restaurant
13373,Amistà,Restaurant
13374,D.one Ristorante Diffuso,Restaurant
13375,Il Convivio Troiani,Restaurant
13376,Rossellinis,Restaurant
13377,President,Restaurant
13378,Cucina Cereda,Restaurant
13379,Ca' Vittoria,Restaurant
13380,Cannavacciuolo Bistrot,Restaurant
13381,La Capinera,Restaurant
13382,Rezzano Cucina e Vino,Restaurant
13383,Quellenhof Gourmetstube 1897,Restaurant
13384,La Terrazza,Restaurant
13385,Guido,Restaurant
13386,Il Flauto di Pan,Restaurant
13387,Abocar Due Cucine,Restaurant
13388,Un Piano nel Cielo,Restaurant
13389,Il Piastrino,Restaurant
13390,Nostrano,Restaurant
13391,Le Trabe,Restaurant
13392,Gellivs,Restaurant
13393,Sadler,Restaurant
13394,Condividere,Restaurant
13395,Carignano,Restaurant
13396,La Rucola 2.0,Restaurant
13397,La Torre,Restaurant
13398,Il Ristorante di Guido da Costigliole,Restaurant
13399,Al Metrò,Restaurant
13400,La Primula,Restaurant
13401,All'Oro,Restaurant
13402,Moma,Restaurant
13403,Li Galli,Restaurant
13404,Anna Stuben,Restaurant
13405,Gourmetstube Einhorn,Restaurant
13406,L'Erba del Re,Restaurant
13407,IYO,Restaurant
13408,Relais Blu,Restaurant
13409,Berton,Restaurant
13410,Cracco in Galleria,Restaurant
13411,Gambero Rosso,Restaurant
13412,Lido 84,Restaurant
13413,Villa Maiella,Restaurant
13414,La Pineta,Restaurant
13415,Shalai,Restaurant
13416,Il Marin,Restaurant
13417,Il Fagiano,Restaurant
13418,Gucci Osteria da Massimo Bottura,Restaurant
13419,Tilia,Restaurant
13420,Acquerello,Restaurant
13421,Contrada,Restaurant
13422,L'Argine a Vencò,Restaurant
13423,Il Falconiere,Restaurant
13424,Il Cappero,Restaurant
13425,Sapio,Restaurant
13426,Trattoria al Cacciatore - La Subida,Restaurant
13427,All'Enoteca,Restaurant
13428,Ristorante del Lago,Restaurant
13429,La Tana Gourmet,Restaurant
13430,Damini Macelleria & Affini,Restaurant
13431,Aqua Crua,Restaurant
13432,Casin del Gamba,Restaurant
13433,La Trattoria Enrico Bartolini,Restaurant
13434,Le Petit Bellevue,Restaurant
13435,Miramonti l'Altro,Restaurant
13436,Coria,Restaurant
13437,Wood,Restaurant
13438,I Portici,Restaurant
13439,Colline Ciociare,Restaurant
13440,LoRo,Restaurant
13441,Nove,Restaurant
13442,El Molin,Restaurant
13443,La Palta,Restaurant
13444,Il Cantuccio,Restaurant
13445,La Caravella dal 1959,Restaurant
13446,La Coldana,Restaurant
13447,sui generis.,Restaurant
13448,Horto,Restaurant
13449,Il Visibilio,Restaurant
13450,Paolo Griffa al Caffè Nazionale,Restaurant
13451,La Preséf,Restaurant
13452,Il Gallo Cedrone,Restaurant
13453,Butterfly,Restaurant
13454,Antonello Colonna Labico,Restaurant
13455,Primo Restaurant,Restaurant
13456,La Tortuga,Restaurant
13457,Lux Lucis,Restaurant
13458,Casamatta,Restaurant
13459,Andreina,Restaurant
13460,Atman,Restaurant
13461,Pascucci al Porticciolo,Restaurant
13462,La Magnolia,Restaurant
13463,Atelier,Restaurant
13464,Il Papavero,Restaurant
13465,Poggio Rosso,Restaurant
13466,Il Saraceno,Restaurant
13467,Storie d'Amore,Restaurant
13468,Tivoli,Restaurant
13469,Vecchio Ristoro,Restaurant
13470,Zur Rose,Restaurant
13471,La Parolina,Restaurant
13472,Cannavacciuolo by the Lake,Restaurant
13473,Olio,Restaurant
13474,Oseleta,Restaurant
13475,La Bandiera,Restaurant
13476,La Buca,Restaurant
13477,Le Monzù,Restaurant
13478,Italo Bassi Confusion Restaurant,Restaurant
13479,Da Gorini,Restaurant
13480,Luca's by Paulo Airaudo,Restaurant
13481,Zunica 1880 a Villa Corallo,Restaurant
13482,La Zanzara,Restaurant
13483,Il Refettorio,Restaurant
13484,Caracol,Restaurant
13485,Al Gatto Verde,Restaurant
13486,Olmo,Restaurant
13487,Bluh Furore,Restaurant
13488,Ada,Restaurant
13489,Equilibrio,Restaurant
13490,Massimo Camia,Restaurant
13491,Umberto a Mare,Restaurant
13492,Sarri,Restaurant
13493,Indaco,Restaurant
13494,Vecchia Malcesine,Restaurant
13495,Stube Hermitage,Restaurant
13496,La Favellina,Restaurant
13497,Lorenzo,Restaurant
13498,Esplanade,Restaurant
13499,Schöneck,Restaurant
13500,L'Asinello,Restaurant
13501,Signum,Restaurant
13502,Pashà,Restaurant
13503,Saporium,Restaurant
13504,Due Colombe,Restaurant
13505,Il Tino,Restaurant
13506,La Stüa de Michil - Simone Cantafio,Restaurant
13507,INEO,Restaurant
13508,Materia,Restaurant
13509,Kuppelrain,Restaurant
13510,Al Gambero,Restaurant
13511,I Pupi,Restaurant
13512,Iris Ristorante,Restaurant
13513,Capogiro,Restaurant
13514,Sensi,Restaurant
13515,Locanda del Pilone,Restaurant
13516,Nin,Restaurant
13517,Il Bavaglino,Restaurant
13518,Orma Roma,Restaurant
13519,Il Sereno Al Lago,Restaurant
13520,Locanda de Banchieri,Restaurant
13521,Sintesi,Restaurant
13522,Marotta,Restaurant
13523,Alto,Restaurant
13524,Une,Restaurant
13525,Trattoria contemporanea,Restaurant
13526,Il Ristorante Alain Ducasse Napoli,Restaurant
13527,Contaminazioni Restaurant,Restaurant
